fireweed REL_14_STABLE 02b4f5e1f26b610fb2f6f4698810907547b68f12 NULL 27156 27154 1720979386 547445.50 100
fireweed REL_14_STABLE 2b415e95a8a7ccb4fe9276e2ca453f4ae69466c1 NULL 24110 24108 1720883377 558664.50 100
fireweed REL_14_STABLE 2f500745978f5da017933b880f606d15d351d5f7 NULL 21292 21290 1720784659 564518.00 100
fireweed REL_14_STABLE 3006fd8e6ececbb5662135da77a61af311edf81e NULL 31706 31704 1721081845 579413.00 100
fireweed REL_14_STABLE 5e578acca54b47c0fe195458f3fe57a5a42f4f01 NULL 36464 36462 1721227437 577551.50 100
fireweed REL_14_STABLE 894b497ac91dcac79f85d1b4bae7f640788b1004 NULL 22524 22495 1720842223 563163.00 100
fireweed REL_14_STABLE ee89c4fa4b184bd2cc2a2b48fc13f474e6aa2a24 NULL 30470 30468 1721060763 364175.29 100
fireweed REL_14_STABLE f7d3caf9ddbfee2567d834ec4639ef717240809f NULL 17659 17657 1720705693 562522.00 100
fireweed REL_15_STABLE 11441ad48d09740efd99edb654534cc4662b6ecc NULL 32159 32157 1721081848 556833.50 100
fireweed REL_15_STABLE 27004d671162283840972113dbc7a22960cbbb07 NULL 31153 31151 1721060762 571924.00 100
fireweed REL_15_STABLE 2b4a2a79edd258e13a44601d17b44e9929abab14 NULL 24138 24136 1720883377 572884.00 100
fireweed REL_15_STABLE 5546a834cc6fa49057356eb90ecbd9ee12d7d58a NULL 22797 22795 1720841318 561375.00 100
fireweed REL_15_STABLE 6f55b4f112ab72ad392b0acfd5bf9b827e9bb458 NULL 23493 23490 1720872644 577405.00 100
fireweed REL_15_STABLE 9f0f72d89ff6cff8261fd793257147cbb268a6ae NULL 21320 21318 1720784659 569226.00 100
fireweed REL_15_STABLE aee8c2b95492e1b0a228184cd9147b1c0749d673 NULL 17687 17685 1720705696 566365.00 100
fireweed REL_15_STABLE bc9d706a19629a03180887bfa061a9a0ec6f5d7e NULL 36491 36489 1721227445 564801.50 100
fireweed REL_15_STABLE e7f9f44e3bd95404f4221fab29cd295805ff410d NULL 27184 27182 1720979386 568160.00 100
fireweed REL_16_STABLE 071ed76a06cfc42107bb3126cb6075c962879569 NULL 37281 37276 1721227449 539951.00 100
fireweed REL_16_STABLE 212b0262d60e921d97f1b824734d2c607e49fa6d NULL 32186 32184 1721081851 555185.00 100
fireweed REL_16_STABLE 2f3304ce133f4e9c0992ff72ece47093833da55d NULL 17714 17712 1720705698 548594.62 100
fireweed REL_16_STABLE 34eb37f7921b0f0dd720570957858b9650dfc1ab NULL 21779 21777 1720784659 544662.00 100
fireweed REL_16_STABLE 8fc4876147fb62825cd27712d25f90a4eebf44fb NULL 27211 27209 1720979386 543313.00 100
fireweed REL_16_STABLE a622095bcc4d12c5ff3caa02756a8ab2e0813ed3 NULL 22852 22849 1720841255 540553.50 100
